"","Status_Checking_Acc","Duration_in_Months","Credit_History","Purposre_Credit_Taken","Credit_Amount","Savings_Acc","Years_At_Present_Employment","Inst_Rt_Income","Marital_Status_Gender","Other_Debtors_Guarantors","Current_Address_Yrs","Property","Age","Other_Inst_Plans","Housing","Num_CC","Job","Dependents","Telephone","Foreign_Worker","Default_On_Payment","predclass"
"3291","A14",12,"A32","A49",1076,"A61","A73","2","A94","A101","2","A121",26,"A143","A152","1","A173","1","A192","A202","0",0
"3293","A11",24,"A34","A41",6419,"A61","A75","2","A92","A101","4","A124",44,"A143","A153","2","A174","2","A192","A201","0",1
"3294","A13",42,"A34","A41",4796,"A61","A75","4","A93","A101","4","A124",56,"A143","A153","1","A173","1","A191","A201","0",0
"3295","A14",48,"A34","A49",7629,"A65","A75","4","A91","A101","2","A123",46,"A141","A152","2","A174","2","A191","A201","0",1
"3299","A14",18,"A32","A42",2515,"A61","A73","3","A93","A101","4","A121",43,"A143","A152","1","A173","1","A192","A201","0",0
"3306","A14",6,"A32","A42",1543,"A64","A73","4","A91","A101","2","A121",33,"A143","A152","1","A173","1","A191","A201","0",0
"3308","A11",12,"A32","A43",727,"A62","A72","4","A94","A101","3","A124",33,"A143","A152","1","A172","1","A192","A201","1",1
"3310","A12",9,"A32","A40",276,"A61","A73","4","A94","A101","4","A121",22,"A143","A151","1","A172","1","A191","A201","0",1
"3314","A12",12,"A32","A40",685,"A61","A74","2","A94","A101","3","A123",25,"A141","A152","1","A172","1","A191","A201","1",1
"3316","A11",36,"A31","A42",2746,"A61","A75","4","A93","A101","4","A123",31,"A141","A152","1","A173","1","A191","A201","1",1
"3319","A14",12,"A34","A46",701,"A61","A73","4","A93","A101","2","A123",32,"A143","A152","2","A173","1","A191","A201","0",0
"3321","A12",30,"A34","A40",4249,"A61","A71","4","A94","A101","2","A123",28,"A143","A152","2","A174","1","A191","A201","1",1
"3324","A11",18,"A32","A42",2659,"A64","A73","4","A93","A101","2","A123",28,"A143","A152","1","A173","1","A191","A201","0",0
"3330","A12",6,"A32","A43",1068,"A61","A75","4","A93","A101","4","A123",28,"A143","A152","1","A173","2","A191","A201","0",0
"3332","A14",18,"A34","A46",1864,"A62","A73","4","A92","A101","2","A121",30,"A143","A152","2","A173","1","A191","A201","1",0
"3333","A12",60,"A32","A40",7408,"A62","A72","4","A92","A101","2","A122",24,"A143","A152","1","A174","1","A191","A201","1",1
"3334","A14",48,"A34","A41",11590,"A62","A73","2","A92","A101","4","A123",24,"A141","A151","2","A172","1","A191","A201","1",1
"3337","A12",13,"A32","A43",2101,"A61","A72","2","A92","A103","4","A122",23,"A143","A152","1","A172","1","A191","A201","0",0
"3340","A12",10,"A32","A42",1521,"A61","A73","4","A91","A101","2","A123",31,"A143","A152","1","A172","1","A191","A201","0",1
"3342","A11",21,"A32","A42",3599,"A61","A74","1","A92","A101","4","A123",26,"A143","A151","1","A172","1","A191","A201","0",1
"3347","A12",13,"A34","A43",882,"A61","A72","4","A93","A103","4","A121",23,"A143","A152","2","A173","1","A191","A201","0",0
"3352","A12",9,"A32","A42",959,"A61","A73","1","A92","A101","2","A123",29,"A143","A152","1","A173","1","A191","A202","1",0
"3353","A14",18,"A34","A41",3229,"A65","A71","2","A93","A101","4","A124",38,"A143","A152","1","A174","1","A192","A201","0",0
"3357","A14",12,"A34","A43",2331,"A65","A75","1","A93","A102","4","A121",49,"A143","A152","1","A173","1","A192","A201","0",0
"3363","A13",12,"A33","A40",2247,"A61","A73","2","A92","A101","2","A123",36,"A142","A152","2","A173","1","A192","A201","0",1
"3366","A14",12,"A32","A49",1542,"A61","A74","2","A93","A101","4","A123",36,"A143","A152","1","A173","1","A192","A201","0",0
"3370","A12",18,"A32","A42",3001,"A61","A74","2","A92","A101","4","A121",40,"A143","A151","1","A173","1","A191","A201","0",1
"3371","A14",36,"A32","A40",3079,"A65","A73","4","A93","A101","4","A121",36,"A143","A152","1","A173","1","A191","A201","0",0
"3378","A14",7,"A33","A43",846,"A65","A75","3","A93","A101","4","A124",36,"A143","A153","1","A173","1","A191","A201","0",0
"3379","A12",36,"A32","A40",12000,"A61","A75","4","A93","A101","2","A124",57,"A143","A153","1","A174","1","A192","A201","1",1
"3382","A12",18,"A32","A41",12000,"A61","A71","3","A92","A101","4","A124",38,"A143","A153","1","A174","1","A192","A201","1",1
"3383","A14",22,"A32","A40",1283,"A65","A74","4","A92","A101","4","A122",25,"A143","A151","1","A173","1","A191","A201","0",0
"3385","A14",30,"A33","A49",4272,"A62","A73","2","A93","A101","2","A122",26,"A143","A152","2","A172","1","A191","A201","0",0
"3394","A11",6,"A34","A43",1957,"A61","A74","1","A92","A101","4","A123",31,"A143","A152","1","A173","1","A191","A201","0",0
"3396","A12",39,"A33","A46",11760,"A62","A74","2","A93","A101","3","A124",32,"A143","A151","1","A173","1","A192","A201","0",1
"3400","A14",24,"A34","A43",1516,"A64","A73","4","A92","A101","1","A121",43,"A143","A152","2","A172","1","A191","A201","0",0
"3401","A14",18,"A32","A43",1473,"A61","A72","3","A94","A101","4","A121",39,"A143","A152","1","A173","1","A192","A201","0",0
"3403","A14",24,"A33","A49",8648,"A61","A72","2","A93","A101","2","A123",27,"A141","A152","2","A173","1","A192","A201","1",0
"3404","A14",14,"A33","A40",802,"A61","A73","4","A93","A101","2","A123",27,"A143","A152","2","A172","1","A191","A201","0",0
"3405","A12",18,"A33","A40",2899,"A65","A75","4","A93","A101","4","A123",43,"A143","A152","1","A173","2","A191","A201","0",0
"3407","A14",24,"A34","A41",2197,"A65","A74","4","A93","A101","4","A123",43,"A143","A152","2","A173","2","A192","A201","0",0
"3412","A14",33,"A34","A41",7253,"A61","A74","3","A93","A101","2","A123",35,"A143","A152","2","A174","1","A192","A201","0",0
"3418","A11",18,"A33","A46",8471,"A65","A73","1","A92","A101","2","A123",23,"A143","A151","2","A173","1","A192","A201","0",1
"3419","A14",21,"A32","A40",2782,"A63","A74","1","A92","A101","2","A123",31,"A141","A152","1","A174","1","A191","A201","0",0
"3420","A12",18,"A32","A40",1042,"A65","A73","4","A92","A101","2","A122",33,"A143","A152","1","A173","1","A191","A201","1",1
"3423","A12",12,"A34","A40",958,"A61","A74","2","A93","A101","3","A121",47,"A143","A152","2","A172","2","A191","A201","0",0
"3425","A12",12,"A32","A42",2762,"A65","A75","1","A92","A101","2","A122",25,"A141","A152","1","A173","1","A192","A201","1",1
"3431","A14",5,"A32","A49",3448,"A61","A74","1","A93","A101","4","A121",74,"A143","A152","1","A172","1","A191","A201","0",0
"3432","A12",24,"A32","A410",11328,"A61","A73","2","A93","A102","3","A123",29,"A141","A152","2","A174","1","A192","A201","1",1
"3433","A11",6,"A34","A42",1872,"A61","A71","4","A93","A101","4","A124",36,"A143","A153","3","A174","1","A192","A201","0",0
"3434","A14",24,"A34","A45",2058,"A61","A73","4","A91","A101","2","A121",33,"A143","A152","2","A173","1","A192","A201","0",0
"3435","A11",9,"A32","A42",2136,"A61","A73","3","A93","A101","2","A121",25,"A143","A152","1","A173","1","A191","A201","0",1
"3438","A14",24,"A34","A40",1287,"A64","A75","4","A92","A101","4","A121",37,"A143","A152","2","A173","1","A192","A201","0",0
"3440","A13",12,"A31","A49",609,"A61","A72","4","A92","A101","1","A121",26,"A143","A152","1","A171","1","A191","A201","1",0
"3442","A11",12,"A32","A42",1620,"A61","A73","2","A92","A102","3","A122",30,"A143","A152","1","A173","1","A191","A201","0",1
"3443","A12",20,"A33","A410",2629,"A61","A73","2","A93","A101","3","A123",29,"A141","A152","2","A173","1","A192","A201","0",0
"3445","A12",48,"A34","A42",5096,"A61","A73","2","A92","A101","3","A123",30,"A143","A152","1","A174","1","A192","A201","1",1
"3448","A12",7,"A32","A43",2576,"A61","A73","2","A93","A103","2","A121",35,"A143","A152","1","A173","1","A191","A201","0",0
"3449","A13",12,"A32","A42",1424,"A65","A75","3","A92","A101","4","A121",55,"A143","A152","1","A174","1","A192","A201","0",0
"3451","A14",36,"A34","A41",11054,"A65","A73","4","A93","A101","2","A123",30,"A143","A152","1","A174","1","A192","A201","0",0
"3453","A14",12,"A30","A42",2759,"A61","A75","2","A93","A101","4","A122",34,"A143","A152","2","A173","1","A191","A201","0",0
"3455","A11",24,"A32","A40",4817,"A61","A74","2","A93","A102","3","A122",31,"A143","A152","1","A173","1","A192","A201","1",1
"3457","A11",11,"A34","A40",3905,"A61","A73","2","A93","A101","2","A121",36,"A143","A151","2","A173","2","A191","A201","0",1
"3458","A11",12,"A32","A41",3386,"A61","A75","3","A93","A101","4","A124",35,"A143","A153","1","A173","1","A192","A201","1",1
"3460","A14",18,"A32","A43",4594,"A61","A72","3","A93","A101","2","A123",32,"A143","A152","1","A173","1","A192","A201","0",0
"3462","A11",15,"A32","A40",1721,"A61","A72","2","A93","A101","3","A121",36,"A143","A152","1","A173","1","A191","A201","0",1
"3465","A14",18,"A32","A49",1950,"A61","A74","4","A93","A101","1","A123",34,"A142","A152","2","A173","1","A192","A201","0",0
"3466","A11",24,"A32","A41",2924,"A61","A73","3","A93","A103","4","A124",63,"A141","A152","1","A173","2","A192","A201","0",1
"3468","A14",48,"A33","A43",7238,"A65","A75","3","A93","A101","3","A123",32,"A141","A152","2","A173","2","A191","A201","0",0
"3469","A14",33,"A33","A49",2764,"A61","A73","2","A92","A101","2","A123",26,"A143","A152","2","A173","1","A192","A201","0",0
"3470","A14",24,"A33","A41",4679,"A61","A74","3","A93","A101","3","A123",35,"A143","A152","2","A172","1","A192","A201","0",0
"3477","A14",39,"A32","A41",2569,"A63","A73","4","A93","A101","4","A123",24,"A143","A152","1","A173","1","A191","A201","0",0
"3479","A12",12,"A32","A49",1037,"A62","A74","3","A93","A101","4","A121",39,"A143","A152","1","A172","1","A191","A201","0",0
"3485","A14",12,"A34","A40",1163,"A63","A73","4","A93","A101","4","A121",44,"A143","A152","1","A173","1","A192","A201","0",0
"3487","A14",12,"A32","A43",3077,"A61","A73","2","A93","A101","4","A123",52,"A143","A152","1","A173","1","A192","A201","0",0
"3488","A14",24,"A32","A40",3757,"A61","A75","4","A92","A102","4","A124",62,"A143","A153","1","A173","1","A192","A201","0",1
"3494","A12",6,"A32","A43",368,"A65","A75","4","A93","A101","4","A122",38,"A143","A152","1","A173","1","A191","A201","0",0
"3497","A12",36,"A32","A42",9034,"A62","A72","4","A93","A102","1","A124",29,"A143","A151","1","A174","1","A192","A201","1",1
"3500","A13",6,"A34","A40",1323,"A62","A75","2","A91","A101","4","A123",28,"A143","A152","2","A173","2","A192","A201","0",0
"3501","A11",24,"A32","A40",3123,"A61","A72","4","A92","A101","1","A122",27,"A143","A152","1","A173","1","A191","A201","1",1
"3503","A13",9,"A32","A43",1126,"A62","A75","2","A91","A101","4","A121",49,"A143","A152","1","A173","1","A191","A201","0",0
"3512","A14",36,"A32","A41",4686,"A61","A73","2","A93","A101","2","A124",32,"A143","A153","1","A174","1","A192","A201","0",0
"3514","A12",12,"A33","A43",585,"A61","A73","4","A94","A102","4","A121",20,"A143","A151","2","A173","1","A191","A201","0",1
"3518","A14",36,"A34","A42",7127,"A61","A72","2","A92","A101","4","A122",23,"A143","A151","2","A173","1","A192","A201","1",1
"3523","A11",48,"A30","A42",7119,"A61","A73","3","A93","A101","4","A124",53,"A143","A153","2","A173","2","A191","A201","1",1
"3525","A12",18,"A32","A43",1113,"A61","A73","4","A92","A103","4","A121",26,"A143","A152","1","A172","2","A191","A201","0",0
"3528","A14",4,"A34","A43",1503,"A61","A74","2","A93","A101","1","A121",42,"A143","A152","2","A172","2","A191","A201","0",0
"3529","A11",36,"A32","A43",2302,"A61","A73","4","A91","A101","4","A123",31,"A143","A151","1","A173","1","A191","A201","1",1
"3532","A12",15,"A32","A40",2631,"A62","A73","2","A92","A101","4","A123",28,"A143","A151","2","A173","1","A192","A201","1",1
"3536","A13",21,"A34","A46",2319,"A61","A72","2","A91","A101","1","A123",33,"A143","A151","1","A173","1","A191","A201","1",0
"3537","A11",6,"A32","A40",1374,"A65","A71","4","A92","A101","3","A122",75,"A143","A152","1","A174","1","A192","A201","0",1
"3539","A11",48,"A32","A40",7763,"A61","A75","4","A93","A101","4","A124",42,"A141","A153","1","A174","1","A191","A201","1",1
"3543","A11",30,"A32","A42",6350,"A65","A75","4","A93","A101","4","A122",31,"A143","A152","1","A173","1","A191","A201","1",1
"3545","A14",12,"A34","A40",1255,"A61","A75","4","A93","A101","4","A121",61,"A143","A152","2","A172","1","A191","A201","0",0
"3548","A14",24,"A32","A43",1552,"A61","A74","3","A93","A101","1","A123",32,"A141","A152","1","A173","2","A191","A201","0",0
"3550","A14",48,"A34","A41",8858,"A65","A74","2","A93","A101","1","A124",35,"A143","A153","2","A173","1","A192","A201","0",0
"3551","A14",12,"A34","A45",996,"A65","A74","4","A92","A101","4","A121",23,"A143","A152","2","A173","1","A191","A201","0",0
"3552","A14",6,"A31","A43",1750,"A63","A75","2","A93","A101","4","A122",45,"A141","A152","1","A172","2","A191","A201","0",0
"3554","A12",12,"A34","A40",1995,"A62","A72","4","A93","A101","1","A123",27,"A143","A152","1","A173","1","A191","A201","0",0
"3556","A12",12,"A32","A43",1331,"A61","A72","2","A93","A101","1","A123",22,"A142","A152","1","A173","1","A191","A201","1",1
"3561","A11",24,"A32","A41",2964,"A65","A75","4","A93","A101","4","A124",49,"A141","A153","1","A173","2","A192","A201","0",1
"3566","A12",24,"A33","A43",1553,"A62","A74","3","A92","A101","2","A122",23,"A143","A151","2","A173","1","A192","A201","0",1
"3567","A11",12,"A32","A40",1372,"A61","A74","2","A91","A101","3","A123",36,"A143","A152","1","A173","1","A191","A201","1",1
"3572","A14",30,"A34","A43",5954,"A61","A74","3","A93","A102","2","A123",38,"A143","A152","1","A173","1","A191","A201","0",0
"3573","A14",24,"A32","A41",5433,"A65","A71","2","A92","A101","4","A122",26,"A143","A151","1","A174","1","A192","A201","0",0
"3577","A12",12,"A32","A43",2930,"A61","A74","2","A92","A101","1","A121",27,"A143","A152","1","A173","1","A191","A201","0",0
"3582","A12",12,"A34","A40",3124,"A61","A72","1","A93","A101","3","A121",49,"A141","A152","2","A172","2","A191","A201","0",1
"3584","A12",36,"A32","A45",2384,"A61","A72","4","A93","A101","1","A124",33,"A143","A151","1","A172","1","A191","A201","1",1
"3593","A14",21,"A32","A49",1572,"A64","A75","4","A92","A101","4","A121",36,"A141","A152","1","A172","1","A191","A201","0",0
"3594","A12",24,"A32","A40",2718,"A61","A73","3","A92","A101","4","A122",20,"A143","A151","1","A172","1","A192","A201","1",1
"3596","A12",6,"A31","A40",931,"A62","A72","1","A92","A101","1","A122",32,"A142","A152","1","A172","1","A191","A201","1",1
"3599","A14",18,"A34","A40",2775,"A61","A74","2","A93","A101","2","A122",31,"A141","A152","2","A173","1","A191","A201","1",0
"3600","A14",24,"A33","A49",3863,"A61","A73","1","A93","A101","2","A124",32,"A143","A153","1","A173","1","A191","A201","0",0
"3603","A12",24,"A31","A46",1837,"A61","A74","4","A92","A101","4","A124",34,"A141","A153","1","A172","1","A191","A201","1",1
"3604","A14",36,"A32","A42",3349,"A61","A73","4","A92","A101","2","A123",28,"A143","A152","1","A174","1","A192","A201","1",1
"3605","A13",10,"A32","A42",1275,"A61","A72","4","A92","A101","2","A122",23,"A143","A152","1","A173","1","A191","A201","0",1
"3606","A11",24,"A31","A42",2828,"A63","A73","4","A93","A101","4","A121",22,"A142","A152","1","A173","1","A192","A201","0",1
"3607","A14",24,"A34","A49",4526,"A61","A73","3","A93","A101","2","A121",74,"A143","A152","1","A174","1","A192","A201","0",0
"3608","A12",36,"A32","A43",2671,"A62","A73","4","A92","A102","4","A124",50,"A143","A153","1","A173","1","A191","A201","1",1
"3609","A14",18,"A32","A43",2051,"A61","A72","4","A93","A101","1","A121",33,"A143","A152","1","A173","1","A191","A201","0",0
"3618","A11",6,"A34","A40",3676,"A61","A73","1","A93","A101","3","A121",37,"A143","A151","3","A173","2","A191","A201","0",1
"3623","A14",48,"A32","A49",3914,"A65","A73","4","A91","A101","2","A121",38,"A141","A152","1","A173","1","A191","A201","1",1
"3641","A11",18,"A32","A46",750,"A61","A71","4","A92","A101","1","A121",27,"A143","A152","1","A171","1","A191","A201","1",1
"3642","A12",15,"A32","A45",1308,"A61","A75","4","A93","A101","4","A123",38,"A143","A152","2","A172","1","A191","A201","0",1
"3647","A11",30,"A30","A42",4583,"A61","A73","2","A91","A103","2","A121",32,"A143","A152","2","A173","1","A191","A201","0",1
"3648","A14",12,"A32","A40",1386,"A63","A73","2","A92","A101","2","A122",26,"A143","A152","1","A173","1","A191","A201","1",0
"3650","A11",12,"A32","A46",684,"A61","A73","4","A93","A101","4","A123",40,"A143","A151","1","A172","2","A191","A201","1",1
"3654","A12",36,"A33","A40",8086,"A62","A75","2","A93","A101","4","A123",42,"A143","A152","4","A174","1","A192","A201","1",1
"3658","A14",48,"A32","A43",10222,"A65","A74","4","A93","A101","3","A123",37,"A142","A152","1","A173","1","A192","A201","0",0
"3659","A12",30,"A30","A49",4221,"A61","A73","2","A92","A101","1","A123",28,"A143","A152","2","A173","1","A191","A201","0",1
"3665","A13",6,"A34","A46",1047,"A61","A73","2","A92","A101","4","A122",50,"A143","A152","1","A172","1","A191","A201","0",0
"3666","A14",24,"A34","A410",6314,"A61","A71","4","A93","A102","2","A124",27,"A141","A152","2","A174","1","A192","A201","0",0
"3676","A14",30,"A34","A43",4530,"A61","A74","4","A92","A101","4","A123",26,"A143","A151","1","A174","1","A192","A201","0",0
"3677","A14",24,"A34","A42",5150,"A61","A75","4","A93","A101","4","A123",33,"A143","A152","1","A173","1","A192","A201","0",0
"3678","A12",72,"A32","A43",5595,"A62","A73","2","A94","A101","2","A123",24,"A143","A152","1","A173","1","A191","A201","1",1
"3680","A14",18,"A32","A43",1453,"A61","A72","3","A92","A101","1","A121",26,"A143","A152","1","A173","1","A191","A201","0",0
"3684","A14",24,"A34","A43",5103,"A61","A72","3","A94","A101","3","A124",47,"A143","A153","3","A173","1","A192","A201","0",0
"3686","A14",60,"A32","A40",6527,"A65","A73","4","A93","A101","4","A124",34,"A143","A153","1","A173","2","A192","A201","0",1
"3691","A11",15,"A34","A42",975,"A61","A73","2","A91","A101","3","A122",25,"A143","A152","2","A173","1","A191","A201","0",1
"3693","A12",24,"A32","A43",2896,"A62","A72","2","A93","A101","1","A123",29,"A143","A152","1","A173","1","A191","A201","0",1
"3698","A14",12,"A34","A40",926,"A61","A71","1","A92","A101","2","A122",38,"A143","A152","1","A171","1","A191","A201","0",0
"3700","A13",15,"A32","A46",1905,"A61","A75","4","A93","A101","4","A123",40,"A143","A151","1","A174","1","A192","A201","0",1
"3701","A14",12,"A32","A42",1123,"A63","A73","4","A92","A101","4","A123",29,"A143","A151","1","A172","1","A191","A201","1",0
"3702","A11",48,"A34","A41",6331,"A61","A75","4","A93","A101","4","A124",46,"A143","A153","2","A173","1","A192","A201","1",1
"3703","A13",24,"A32","A43",1377,"A62","A75","4","A92","A101","2","A124",47,"A143","A153","1","A173","1","A192","A201","0",1
